filename,true_label,predicted_label,confidence,num_segments
000324.tfrecord,Experimental,Rock,0.4703282415866852,14
000113.tfrecord,Folk,Experimental,0.4695934951305389,13
000369.tfrecord,Experimental,Electronic,0.4671288132667541,14
000126.tfrecord,Pop,Hip-Hop,0.4631489515304565,13
000197.tfrecord,Experimental,Folk,0.4616223275661468,14
000194.tfrecord,Hip-Hop,Experimental,0.4564068913459778,14
000325.tfrecord,Pop,Folk,0.4551422297954559,13
000231.tfrecord,Pop,Rock,0.4544949531555176,14
000088.tfrecord,Experimental,Hip-Hop,0.450969398021698,13
000349.tfrecord,Pop,Folk,0.4503121674060821,13
000002.tfrecord,Experimental,Hip-Hop,0.4499876797199249,14
000117.tfrecord,Experimental,Electronic,0.4499582648277282,14
000345.tfrecord,Folk,Experimental,0.4498525261878967,14
000153.tfrecord,Pop,Folk,0.4496663212776184,13
000352.tfrecord,Electronic,Hip-Hop,0.4448625147342682,13
000200.tfrecord,Experimental,Electronic,0.4443169236183166,13
000265.tfrecord,Rock,Folk,0.4437749981880188,13
000219.tfrecord,Rock,Hip-Hop,0.4432839453220367,14
000224.tfrecord,Experimental,Folk,0.4388399124145508,13
000321.tfrecord,Folk,Experimental,0.4387529492378235,13
000412.tfrecord,Pop,Experimental,0.4379218220710754,14
000332.tfrecord,Electronic,Hip-Hop,0.4370192885398865,13
000339.tfrecord,Experimental,Folk,0.430409699678421,13
000271.tfrecord,Experimental,Electronic,0.4279474020004272,13
000398.tfrecord,Pop,Folk,0.426040917634964,14
000010.tfrecord,Electronic,Hip-Hop,0.4257267713546753,13
000363.tfrecord,Folk,Rock,0.4252519607543945,13
000062.tfrecord,Rock,Experimental,0.4220001995563507,13
000322.tfrecord,Hip-Hop,Electronic,0.4156340062618255,13
000181.tfrecord,Electronic,Folk,0.4143077433109283,13
000385.tfrecord,Folk,Rock,0.4099207520484924,14
000135.tfrecord,Pop,Rock,0.3935585618019104,14
000137.tfrecord,Experimental,Rock,0.3916160464286804,13
000353.tfrecord,Experimental,Folk,0.3911808431148529,13
000077.tfrecord,Experimental,Electronic,0.3879201114177704,13
000203.tfrecord,Pop,Experimental,0.3877265751361847,13
000420.tfrecord,Rock,Folk,0.3871570229530334,13
000196.tfrecord,Electronic,Pop,0.3813492953777313,14
000222.tfrecord,Electronic,Experimental,0.3804025650024414,14
000368.tfrecord,Pop,Folk,0.3787428438663482,13
000001.tfrecord,Electronic,Hip-Hop,0.3783270418643951,14
000130.tfrecord,Folk,Electronic,0.3773622810840606,14
000162.tfrecord,Pop,Experimental,0.3766588568687439,13
000241.tfrecord,Electronic,Experimental,0.3729123175144195,14
000431.tfrecord,Rock,Experimental,0.3700706660747528,14
000209.tfrecord,Electronic,Pop,0.3696851432323456,13
000142.tfrecord,Pop,Experimental,0.3649794459342956,14
000334.tfrecord,Folk,Experimental,0.3623206317424774,13
000114.tfrecord,Hip-Hop,Pop,0.3603911995887756,13
000442.tfrecord,Rock,Folk,0.3572364151477813,13
000259.tfrecord,Electronic,Pop,0.3562470972537994,13
000446.tfrecord,Electronic,Experimental,0.3542156517505646,13
000366.tfrecord,Hip-Hop,Experimental,0.3533540368080139,13
000019.tfrecord,Electronic,Pop,0.3516578674316406,13
000144.tfrecord,Folk,Rock,0.3495983779430389,13
000257.tfrecord,Rock,Experimental,0.3460649251937866,13
000414.tfrecord,Pop,Rock,0.345565527677536,14
000046.tfrecord,Hip-Hop,Electronic,0.3454894423484802,13
000264.tfrecord,Hip-Hop,Electronic,0.3450439572334289,13
000081.tfrecord,Hip-Hop,Folk,0.3446210622787475,13
000037.tfrecord,Pop,Rock,0.3440144062042236,14
000341.tfrecord,Pop,Electronic,0.3400098383426666,13
000266.tfrecord,Electronic,Experimental,0.3379010260105133,14
000262.tfrecord,Electronic,Hip-Hop,0.3361963927745819,13
000210.tfrecord,Hip-Hop,Folk,0.3351465463638305,13
000171.tfrecord,Experimental,Electronic,0.3311967849731445,14
000218.tfrecord,Pop,Folk,0.3299855589866638,14
000373.tfrecord,Electronic,Experimental,0.3247102200984955,13
000127.tfrecord,Rock,Experimental,0.3241291642189026,14
000087.tfrecord,Electronic,Pop,0.3240480422973633,14
000020.tfrecord,Pop,Folk,0.3175448179244995,13
000186.tfrecord,Experimental,Rock,0.3173221349716186,13
000050.tfrecord,Pop,Electronic,0.3152115941047668,13
000243.tfrecord,Experimental,Folk,0.3139685988426208,13
000223.tfrecord,Pop,Folk,0.3132946789264679,13
000071.tfrecord,Hip-Hop,Electronic,0.310800552368164,14
000120.tfrecord,Electronic,Experimental,0.310087502002716,13
000291.tfrecord,Experimental,Electronic,0.3039184808731079,13
000443.tfrecord,Electronic,Rock,0.303658127784729,13
000221.tfrecord,Hip-Hop,Pop,0.302937239408493,13
000051.tfrecord,Pop,Experimental,0.3026289343833923,13
000263.tfrecord,Electronic,Folk,0.3025715053081512,13
000039.tfrecord,Folk,Experimental,0.3018122315406799,13
000340.tfrecord,Pop,Hip-Hop,0.3003572821617126,14
000059.tfrecord,Folk,Rock,0.2990930378437042,13
000400.tfrecord,Experimental,Pop,0.296948492527008,13
000012.tfrecord,Folk,Experimental,0.2966629266738891,13
000147.tfrecord,Experimental,Pop,0.2930749058723449,13
000445.tfrecord,Pop,Folk,0.2916993200778961,13
000306.tfrecord,Hip-Hop,Electronic,0.2904232740402221,13
000313.tfrecord,Pop,Rock,0.2901611030101776,13
000054.tfrecord,Pop,Folk,0.2889644503593445,14
000299.tfrecord,Experimental,Rock,0.2844749987125397,14
000360.tfrecord,Rock,Electronic,0.2812506854534149,13
000355.tfrecord,Experimental,Hip-Hop,0.2811578512191772,14
000188.tfrecord,Experimental,Hip-Hop,0.2810789942741394,14
000095.tfrecord,Pop,Folk,0.2790516316890716,13
000204.tfrecord,Pop,Folk,0.2767918109893799,13
000311.tfrecord,Electronic,Experimental,0.2760000824928283,14
000408.tfrecord,Pop,Experimental,0.2737348079681396,13
000074.tfrecord,Electronic,Pop,0.2728824019432068,14
000405.tfrecord,Pop,Electronic,0.2712216675281524,14
000047.tfrecord,Hip-Hop,Experimental,0.2699722349643707,14
000131.tfrecord,Electronic,Folk,0.2649667859077453,13
000160.tfrecord,Rock,Folk,0.2629364430904388,13
000336.tfrecord,Rock,Experimental,0.2608911097049713,13
000438.tfrecord,Experimental,Pop,0.2601021528244018,13
000017.tfrecord,Electronic,Folk,0.252952516078949,13
000342.tfrecord,Experimental,Pop,0.246400773525238,13
000055.tfrecord,Experimental,Rock,0.2429076135158538,14
000027.tfrecord,Rock,Electronic,0.2402836680412292,13
000278.tfrecord,Experimental,Hip-Hop,0.2301191389560699,14
000425.tfrecord,Hip-Hop,Experimental,0.2265702188014984,14
000091.tfrecord,Pop,Electronic,0.2116813957691192,14
